,Title,Company,Location,Salary,Job Url,Snippet
1333,Customer Service Representative,FIS Global Soutions,Temporarily Remote in Makati,"PHP 17,000 - PHP 22,000 a month",https://ph.indeed.com/company/FIS-Global-Soutions/jobs/Customer-Service-Representative-bcd131b04a30e9a6?fccid=f3f48bb72bfd9794&vjs=3,HIGH SCHOOL GRADUATE is ACCEPTED.
1334,Teleperformance Philippines - Luzon - Customer Service Speci...,Teleperformance Philippines,Mandaluyong,,https://ph.indeed.com/rc/clk?jk=e54a2d32a63bc9be&fccid=02e72612c7c0d1ce&vjs=3,You will field customer inquiries and provide solutions that help create excellent customer experiences.
1335,CUSTOMER SERVICE REP l LOCAL ACCOUNT l DAYSHIFT,Transec BPO Solutions Inc.,"Temporarily Remote in Ortigas
+1 location",,"https://ph.indeed.com/company/Transec-BPO-Solutions,-Inc./jobs/Customer-Service-Representative-L-Local-Account-L-Dayshift-c00fb46edc79a285?fccid=8ae38eddfb064bc9&vjs=3",Must have at least 6 months experience in customer service.
1336,Customer Service Representative (Home-based/Office-based),CarBNB Philippines,Remote in Manila,"PHP 15,000 - PHP 20,000 a month",https://ph.indeed.com/company/dusitD2-Davao/jobs/Customer-Service-Representative-1e59298c8d20456b?fccid=b886a70bff347736&vjs=3,"Responsible for managing various customer issues for CarBNB Clients and Partners Philippines*; transactions can be related to rentals, billing and collections…"
1337,Customer Service Assistant,OOCL Logistics Group,Manila,,https://ph.indeed.com/rc/clk?jk=040b1f0ac12ebcd4&fccid=9deeedce6f0b3e05&vjs=3,Attend to customer’s queries and complaints (if any).
1338,Customer Service Representative - Email | Chat | Voice Accou...,Trinity Workforce Solutions,Temporarily Remote in Manila,"PHP 16,000 - PHP 27,000 a month",https://ph.indeed.com/company/Trinity-Workforce-Solutions/jobs/Customer-Service-Representative-7055701f5e08ef98?fccid=8aebe73d78e51e68&vjs=3,"Clarify customer requirements; probe for understanding, use decision-support tools and resources to appropriately provide resolution to the customer."
1339,CSR • Local Account • Semi Non-Voice,Transec BPO Solutions Inc.,Remote in Pasig,,"https://ph.indeed.com/company/Transec-BPO-Solutions,-Inc./jobs/Customer-Service-Representative-Local-Account-Semi-Non-Voice-56cbbfe9d56b42a3?fccid=8ae38eddfb064bc9&vjs=3",Must have at least 6 months experience in customer service.
1340,Customer Support Specialist,Lightspeed Commerce,Temporarily Remote in Manila,,https://ph.indeed.com/rc/clk?jk=954f41ecff799f3b&fccid=4ff5e85a898eb91c&vjs=3,Proven technical support and customer service experience.
1341,Customer Service Representative,Find Human Resources Philippines,Taguig,"PHP 19,000 - PHP 24,000 a month",https://ph.indeed.com/company/Find-Human-Resources-Philippines/jobs/Customer-Service-Representative-e142d97771f6a0e9?fccid=391b6f57034d9f79&vjs=3,"Job Types: Full-time, Permanent."
1342,MASS HIRING! TSR & CSR! PERMANENT ROLE | HOMEBASED JOB!,"Stark Asia Solutions, Inc",Remote in Alabang,"PHP 20,000 - PHP 21,600 a month","https://ph.indeed.com/company/Stark-Asia-Solutions,-Inc/jobs/Mass-Tsr-Customer-Service-Representative-Permanent-Role-Homebased-7bfac8dd5d260700?fccid=33b1186772731f2e&vjs=3",With at least 25Mbps Internet speed at home.
1343,Call Center Agent,MAQ Talent,Alabang,"PHP 18,000 - PHP 27,000 a month",https://ph.indeed.com/company/MAQ-Talent/jobs/Call-Center-Agent-cd7ced1ffa3d5710?fccid=6d66979e0e5cfd4a&vjs=3,"Amenable to work during weekends and holidays, and rendering overtime."
1344,Customer Service Representative (CSR) | 18k to 27k Basic Sal...,M&J Solutions Provider Inc.,Alabang,"PHP 18,000 - PHP 27,000 a month",https://ph.indeed.com/company/M-and-J-Solutions-Provider-Inc./jobs/Customer-Service-Representative-Basic-Salary-Package-df3a095589085311?fccid=5e4b8c354944324a&vjs=3,"Clarify customer requirements; probe for understanding, use decision-support tools and resources to appropriately provide resolution to the customer."
1345,One-DAY Hiring Process! | Call Center Agent | Virtual Interv...,Orbit Teleservices,Remote in Cubao,"PHP 18,000 - PHP 25,000 a month",https://ph.indeed.com/company/Orbit-Teleservices/jobs/One-Day-Process-Call-Center-Agent-Virtual-Interview-a196309cdd81351b?fccid=13060e55466d1fa5&vjs=3,Perform customer service systems when needed.
1346,Customer Service Representative - Healthcare Manila,eTeam Workforce Pte Ltd,Remote in Quezon City,,https://ph.indeed.com/rc/clk?jk=be3239ec88741d0f&fccid=c95e7aab6aee0827&vjs=3,Graduate of a 4 yr course without BPO experience OR.
1347,CSR - HEALTHCARE| START ASAP!!| EASY VIRTUAL PROCESS!,AHS,Temporarily Remote in Alabang,"PHP 17,000 - PHP 23,000 a month",https://ph.indeed.com/company/AHS/jobs/Customer-Service-Representative-262c2b84651f7812?fccid=3dd95b6346179126&vjs=3,High school graduate with at least 6 months BPO experience.
1348,Call Center Agent - Quezon City,Headstart,"Quezon City
+1 location","PHP 18,000 - PHP 27,000 a month",https://ph.indeed.com/company/GHS-Cebu-Team/jobs/Call-Center-Agent-2e670dc592b5acfc?fccid=f4385f6658d17e98&vjs=3,Assisting customers by responding to their questions.
1349,Sourcing Associate (Ortigas),TaskUs,Pasig,,https://ph.indeed.com/rc/clk?jk=983c0b42d23298e2&fccid=e400e5c3cec6a031&vjs=3,Open to offsite assignments to support recruitment hub operations.
1350,Hotel Front Office Associate,HR Spectacles,Makati,"PHP 18,000 - PHP 25,000 a month",https://ph.indeed.com/company/HR-Spectacles/jobs/Hotel-Front-Office-Associate-b111fb8d1cee1621?fccid=eed2274ae2cbf6e9&vjs=3,Practices maximum flexibility and creativity when dealing with special customers.
1351,Customer Service Representative | Open for Fresh Graduate,"Stark Asia Solutions, Inc.","Remote in Alabang
+1 location",,"https://ph.indeed.com/company/Stark-Asia-Solutions,-Inc/jobs/Customer-Service-Representative-Open-Fresh-Graduate-8f4a596ba4474849?fccid=33b1186772731f2e&vjs=3","Greeting customers in a friendly, professional manner using the suggested script."
1352,Customer Service Representative (CSR) | WORK AT HOME,Orbit Teleservices,Remote in Cubao,"PHP 15,000 - PHP 33,000 a month",https://ph.indeed.com/company/Orbit-Teleservices/jobs/Customer-Service-Representative-Work-At-Home-7f8340d45e8936b6?fccid=13060e55466d1fa5&vjs=3,Comprehending the customers’ wants through efficient listening and questioning skills.
1353,"Customer Service Representative (Voice) - Tempo WFH, Open to...",Straive,Remote in Parañaque,,https://ph.indeed.com/company/Straive/jobs/Customer-Service-Representative-4a3d9bf41473710d?fccid=0e9c68144258e7de&vjs=3,In order to correctly identify and assess customers’ needs.
1354,Customer Service Representative for Pioneer Account | Virtua...,Orbit Teleservices,Remote in Cubao,"PHP 18,000 - PHP 25,000 a month",https://ph.indeed.com/company/Orbit-Teleservices/jobs/Customer-Service-Representative-Pioneer-Account-Virtual-Interview-8c443bb08d28dee3?fccid=13060e55466d1fa5&vjs=3,Using mediation and influencing skills to contend with arguments and secure the customers’ buy-in.
1355,WORK FROM HOME - CSR,HCL Technologies,Remote in Taguig,"PHP 24,000 a month",https://ph.indeed.com/company/HCL-Technologies/jobs/-146363f8b6abda8b?fccid=92a79710d9899fa9&vjs=3,"Resolving customer complaints, managing database records, drafting status reports on customer service issues."
1356,Call Center Agent,SL Energy,Remote in Manila,"PHP 17,000 - PHP 30,000 a month",https://ph.indeed.com/company/Skylight-Energy/jobs/Call-Center-Agent-71f5964ce5004044?fccid=2917ace6a380c63e&vjs=3,"Discuss benefits, handle objections, set appointments and follow-up calls for our customers."
1357,=Call center agent/HS grad and SHS grad accepted/35k signing...,Metacom,Temporarily Remote in Manila,"PHP 30,000 a month",https://ph.indeed.com/company/Metacom/jobs/Call-Center-Agent-Hs-Grad-Shs-Grad-Accepted-dae3b96eed15dd14?fccid=f01fe223168fae3f&vjs=3,Document all inquiries in regards to questions.
1358,Call Center Agent l WFH Or Work On Site l Sucat Site,Neksjob,Remote in Parañaque,"PHP 20,000 a month",https://ph.indeed.com/company/Neksjob/jobs/Call-Center-Agent-L-Wfh-or-Work-Site-L-Sucat-Site-88ca1ef66f41704c?fccid=f2d5af55e377da89&vjs=3,Must have an ability to understand the customer’s needs.
1359,Customer Service Representatives - Online Educational Servic...,Important company in the sector,Remote in Cubao,,https://ph.indeed.com/rc/clk?jk=034b939cc9ce2e1f&fccid=8db0e5a59b1084f7&vjs=3,Excellent English communication skills in English.
1360,Customer Service Representative,TPG Philippines,Temporarily Remote in Pasig,,https://ph.indeed.com/rc/clk?jk=bba1cb718c1711e8&fccid=cbf9992c066ecefb&vjs=3,Resolve customer issues by telephone.
1361,CSR - WFH,Software Co.,Remote in Manila,,https://ph.indeed.com/company/Onward-Worldwide-Management-Consultancy/jobs/Customer-Service-Representative-ae354efab0cf2021?fccid=1d0e48680863ed90&vjs=3,5 years plus great customer service experience.
1362,Customer Service Representative (CSR),Hunter's Hub Inc.,Alabang,"PHP 18,000 - PHP 27,000 a month","https://ph.indeed.com/company/Hunter's-Hub,-Inc./jobs/Customer-Service-Representative-6c90ac8d9bd9c961?fccid=168d65b194562405&vjs=3",At least HS Grad (old curriculum) or Senior High Grad.
1363,CSR /Customer Service | BPO,Hunters Hub Incorporated,Alabang,"PHP 18,000 - PHP 27,000 a month",https://ph.indeed.com/company/Hunters-Hub-Incorporated/jobs/Customer-Service-Representative-9f0404ba0833ada5?fccid=9493e804142aabc3&vjs=3,At least High School Graduate.
1364,Customer Support Specialist (B2B Email Support),"PW Global BPO and Export Services, Inc....",Remote in Manila,"PHP 23,000 - PHP 32,000 a month","https://ph.indeed.com/company/PW-Global-BPO-and-Export-Services,-Inc.-(Paymentwall)/jobs/Customer-Support-Specialist-a35c45dbc09d582c?fccid=34a6f44f61df06c0&vjs=3",Experience in doing seller support for e-commerce accounts is highly preferred.
1365,Chat and Email Support Representatives (Dayshift AU),ZALORA SOUTH EAST ASIA PTE LTD,Muntinlupa,,https://ph.indeed.com/rc/clk?jk=90363fbd9ece629f&fccid=96caae9e9bbfc3fc&vjs=3,"Demonstrate exceptional customer service skills in every interaction and ensure timely, one-contact resolution with customers."
1366,Associate,Firstsource Healthcare,Remote in Manila,,https://ph.indeed.com/rc/clk?jk=22326f4a76bcfe70&fccid=5822a2554404d85f&vjs=3,Adapt to process changes and assist in creating ways for delivering excellent customer service.
1367,Customer Service Associate – Local Account,Transec BPO Solutions,Pasig,,https://ph.indeed.com/rc/clk?jk=1c26591205e72b03&fccid=8ae38eddfb064bc9&vjs=3,"Deliver a stellar customer support experience by providing friendly and efficient customer service via phone, email, and chat."
1368,Travel Counselor,Carlson Wagonlit Travel,Makati,,https://ph.indeed.com/rc/clk?jk=73a001fd6370dbde&fccid=696c690399c9dc78&vjs=3,2+ years of experience working in a customer service environment that includes 2+ year as a travel counselor.
1369,Customer Journey Officer | WFH,"Johnsons Berkshire Solutions, Inc.",Remote in Makati,,"https://ph.indeed.com/company/Johnsons-Berkshire-Solutions,-Inc./jobs/Customer-Journey-Officer-Wfh-9eee83f55992502d?fccid=b36a40b82ff42668&vjs=3",Audit and analyze customer behavior and data and feedback to improve customer experience.
1370,Customer Service Representative,Go Virtuals,Remote in Taguig,,https://ph.indeed.com/company/Go-Virtuals/jobs/Customer-Service-Representative-c902100d8fa3d74c?fccid=4319b7527339f7f0&vjs=3,Any other roles as a customer support.
1371,Clinical Call Center Agent,Rekha Technologies LLC,Remote in Manila,"PHP 14,386 - PHP 31,740 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AFzw1mRGcDFjHjXNH5aDkEYXnwB_oyTncXY2w6gc-s6sY1K90iGVV0n-ULVuwgwTbbab_Dkm2BpaEch80lr-cQV0wd9rTIb2BzyQRm8RYMIKEdMwjy4AcJn6ieKO_Cehco4RxExXxzTPF64yWI76hqrSccQIQKAzL_JtIJe3kJ0ZqlXIAPJB2DFibT4ufNG07UNnyKSxNCMFxwndPLAa3-RWgkX2Npq32flsmCamBiguOUhHCivR2rMkMM4idRWrZhsCfjI3dEc-qu0ZrQptBFCTjLS2IqBpBEd9A0nIFWTjLjqz6cnG4ADqfll0trTuDbCCh33KKgBWK4J4rYPDY1HztGOnZdB5brF6L0KsSAwwB5udHrQx7EozFomCpJRhiNGksM1hR-EtHqLkyRHVVL-1k1M2DzyG7SoRk3LtcOokWl_7GP19yZpXvV417f1ZGZDTpNbveuVjdIxmaN883wEtSx_MG8tXursLCqfpPs7A==&p=0&fvj=1&vjs=3,Previous customer service experience preferred.
1372,Call Center Representative,Zengage,Pasay,"PHP 28,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFotHD-krhVRmL6z7Fkx8OwRSN61x6AZz56VJROuU-MXctsBYqNRHo3wkIZ8HQ5E9oKPrRRimAcBHpgoANBozD5FeLCdoaA-W25gG2zUXCdEh0SbHG-TLECx-LoCZV0Gzw56j75hMnz9vyN1B5tp05kSt7dAeY019nZ4yvJJMEu7Jy_DiMhxlze-V-k_8T0I4WOsjoOywhPwwH_9TGXUoBeSs_3o-erP8wZOkjbT_IUkdERAAJoeVGmJlhaKXdngKuJjFuIi0BXXji4EYiGazRz1t1YDg_RownlBbAijcsiYPaSdFwWaGeWyXQxAG7x_ujugy4P3Px1zcS8YLKoSerZWpHUElk725QD0aPoy0_aYsmASPL08HFcQDSRXOaWoqxD7uIRPirBiW88kPvSA7LKJMoBz44c4bZNO5KHqsahqpbi2MRnhl2FovtvEwR-V0op57mywHMdxvltqF8ukZC03kQKg8JOJr_fwWVoNVfwg==&p=1&fvj=1&vjs=3,Understand and strive to meet or exceed call center metrics while providing excellent and consistent customer service.
1373,Call Center Agent,Linked Helpers,"Remote in Quezon City
+1 location","PHP 20,000 a month",https://ph.indeed.com/company/Linked-Helpers/jobs/Call-Center-Agent-e0180d4968869fd0?fccid=67929af562031b85&vjs=3,Management and resolve customer complaints.
1374,Hiring Call Center Agents for CSR Telco Account- Hiring Now,Sapient Bpo,Remote in Alabang,"PHP 18,000 - PHP 23,000 a month",https://ph.indeed.com/company/Sapient-Bpo/jobs/Call-Center-Agent-Customer-Service-Representative-Telco-Account-ccef0685a6e3b44f?fccid=37bac58955930bcd&vjs=3,Amenable to work rotating shifts.
1375,Customer Service Representative (Call Center Agent),"Cybersoft Content Services, Inc.",Temporarily Remote in Quezon City,"PHP 23,000 a month","https://ph.indeed.com/company/Cybersoft-Content-Services,-Inc./jobs/Customer-Service-Representative-74feec1ee87270c9?fccid=66cb61e90831219c&vjs=3",Manages and resolves customer complaints.
1376,Hiring! Call Center Agent/WAH/WOS/no bpo exp required,Metacom Business Process Outsourcing Solutions,Remote in Manila,"PHP 20,000 - PHP 40,000 a month",https://ph.indeed.com/company/Metacom-Business-Process-Outsourcing-Solutions/jobs/Call-Center-Agent-Wah-Wos-No-Bpo-Exp-3898285898653cfa?fccid=2182924c0d0893b6&vjs=3,"Gathers information, researches/resolves queries, and logs customer calls."
1377,Temporary WFH | Call Center Representative,Orbit Teleservices Philippines,Remote in Pasig,"PHP 16,000 - PHP 30,000 a month",https://ph.indeed.com/company/Orbit-Teleservices-Philippines/jobs/Temporary-Wfh-Call-Center-Representative-bc58711211fae13d?fccid=6362969af0f38161&vjs=3,BPO or Call center experience are required for High school grad and College Undergrad; or.
1378,CALL CENTER AGENT -WFH,GDV STACKph,"Remote in Manila
+1 location","PHP 24,000 - PHP 28,000 a month",https://ph.indeed.com/company/GDV-Stackph/jobs/Call-Center-Agent-c880d0ba71696256?fccid=e3ab561adee17dfd&vjs=3,"No BPO experience are welcome to apply, with above average Communication skills in English language."
1379,Call Center Agent/Customer Service Representative,Cebu career center,Remote in Makati,"PHP 23,000 a month",https://ph.indeed.com/company/cebu-career-center/jobs/Call-Center-Agent-Customer-Service-Representative-cfc8b581ccbfd149?fccid=b57426a4b64bc905&vjs=3,OPEN FOR (CSR AND TSR!).
1380,Call Center Agent (Travel Account) | Pasig |Up to 45K,Teleperformance,Pasig,"PHP 45,000 a month",https://ph.indeed.com/company/Teleperformance/jobs/Call-Center-Agent-09bbaa97817b8642?fccid=02e72612c7c0d1ce&vjs=3,Must have at least *3 years call center experience* handling Travel accounts *(inclusive of 1 year GDS SABRE experience) or at least 3 years of solid Sabre GDS*…
1381,Call Center Agent - Dayshift,Aspire Global Solutions,Remote in Mandaluyong,"PHP 18,000 - PHP 24,000 a month",https://ph.indeed.com/company/Aspire-Global-Solutions/jobs/Call-Center-Agent-d31e13bb6178b18a?fccid=c3d85b06db1035df&vjs=3,"• Checks mail, fax and internet mail to provide customer assistance."
1382,[Nightshift/Onsite - Eastwood] Financial email / chat suppor...,Acquire BPO,Eastwood City,"PHP 21,000 - PHP 23,000 a month",https://ph.indeed.com/company/Acquire-BPO/jobs/Financial-Email-135db03c78da290a?fccid=8e3105038c198a1d&vjs=3,O Correctly refer customer to other support team for any account-specific request or concern such as but not limited to:
1383,Call Center Agent- ALABANG/IMUS SITE !! DAY SHIFT ACCOUNT!!,GDV STACKph,Temporarily Remote in Alabang,"PHP 25,000 - PHP 30,000 a month",https://ph.indeed.com/company/GDV-STACKph/jobs/Call-Center-Agent-0f2cd529ec4ccfb4?fccid=dea87130204d5e7b&vjs=3,Good to excellent english communication skills.
1384,Fresh Graduate / Call center Agent Hiring / Good for newbie...,Neksjob Philippines,"Remote in Quezon City
+4 locations","PHP 15,000 - PHP 18,000 a month",https://ph.indeed.com/company/Neksjob-Philippines/jobs/Fresh-Graduate-48b479b9f9a8e409?fccid=71a1b1d8188c690d&vjs=3,Good communication and computer navigation skills.
1385,Customer Service Representative(CSR) Hotel Reservations | Op...,Teleperformance,Pasig,"PHP 15,000 - PHP 16,000 a month",https://ph.indeed.com/company/Teleperformance/jobs/Customer-Service-Representative-Hotel-Reservation-Open-Starter-56dcca0f0387ce89?fccid=02e72612c7c0d1ce&vjs=3,Appropriately and adequately communicate with customers.
1386,Customer Service Support,Höegh Autoliners Regional Operating Headquarter,Temporarily Remote in Makati,,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D4ESsxvie_PLB3U8wogfmuxAT_tVGg9p6CjwCJCgpRoW-uLpGyn8bG89XDFgnxHq62mF5ZzHY_r7RwTSEbV9upqodJuTa4JWfhurJ8EcIgzqpWpSDa1fSBcvGcXxx7LDmyNIisJEstz-kf3GsdXSczi4JUGiOuJgGkjefHtY-ymqketITB2YXT9WnRPk1ydtJ3apcNs4hI_gQiwuX7PQbSM-3KoI_RhbvGc6YYGfhqs62xH3kr2eWuVdTE-oLScUy8xwPvAmIEYOvCp6ld63S_io05TNcmue2ctSOiT-bZJCdIIP2jyQGi18jbwqYR4u7bIJ9cmGJIZTiaelnGNrCec5WIzwnc7wxnJ_QvWH6OAPr_e_QHmN0FRLYn5eNpxywoaouykOxgp42br9VUE78WGm84oIyDi4EeFhCAMJtiwk-eJYOvsA9fGqbyqAKbFd6rG8niw1gqNsRA2Ny4YsCb2l_UxTpeZc8WnPMXzJcboQ==&p=0&fvj=1&vjs=3,Report and adhere to customer service KPIs.
1387,Customer Service Representative (CSR),MedPro Disposal,Remote in Manila,"PHP 20,000 - PHP 25,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DxMaHFdbkc8l3tbu0Q1fy_RJDMaynISz0v5GsdyV48vUcfkhJfuKIM3hfxJDu7b1qoAte5Ma42UWSVEbRCoqPm1EuD5md5RWjfyMsnMifIKuoy3pdSJUw4tkdhwGsTvUBL5g9tAgK7CtwAP-M1OtEHd4Ok1d72mJvJN05oVm8SLBt1khBc4jyZZUeU4sUwipr6rpomrA2sNz6ugRC2YkpfwHxYGQbb1ufOzzM-_XfVand-cm8XYzSK8ojsgOH0qmFYzEMxfqx4slBFe8Q3B08q3NiGEZO0UDCl3a0bUrcxFec9Z8ICBop1iA9QKy-gxWT_Nbelt12orSj7u45wTrSFbtG-Lx9yx4eEX8SZoAd0SoJAS0uSZv1Ms4b9c7MiKVX3MPdePpMRt8Wl5r9V5Fhu2RNNsmKCZC12aCLVvnOG7VwuxW9j8h-lTeQg6JBNJFrR3GeQ1rJTB8d22ZeqT0KuqEY4y6GIvAfHft7Si86hbf0IHhjXj9IwrKg1rPmtWsQ=&p=1&fvj=1&vjs=3,Ensure customer satisfaction and provide professional customer support.
1388,Enjoy Dayshift and Earn up to 22k! Be a Customer Experience...,Probe Group,Taguig,"PHP 21,000 - PHP 22,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AdjKTobYESM0aXKw_NsynPJXhGjjpLpz7t0S741hBy7rVqaD4eFT370VzfPT8JNbGiOVLe9tz1TduTWLLotROmxdo_T-E-gAL96yZreBA2AZlWSXKrHAp3qeZNuCodGsBjzc7dLJ-nappYPvRMJ4X5Url-QkOvqPYGiupuxdl8MSJIwWXqkrJ9YT-RaFPwbDL_enmleid2FOM7KpFsgHuvkml2C1guxEt56-DwDoTXe-y9fnbCbsslzQipZDRtRqfB4DPrkWCN4Plly9Sx6CxXEK-_0LUUbfk4QXwSo96WbPSGGYWk_ORSSO8XEn19uNkTZ1NJjDR1SZvRKPkHru4ixVrlLrZj70fUnwQ0ubL2vBAEgQDLf3Idf8AovHWv18vbHCc9dHTtmPmINTlTvhpz8kOKcPjs4d-Zrqa4XcPvr_q8CcQr2nFbdprbKtWwXO0k2vNTnVVQ4bQRx3-FASP1Zr7uTB-e28fd14wb_hKyBTfFKXAIEFziTi0Q6ys057bbfR3DvWI8zK3QEWKPOiJ6T6-vRZ-bY80=&p=2&fvj=1&vjs=3,"Applicants must supply and support their own computer hardware, software, and internet as follows:"
1389,Customer Service Representative (CSR)- Manila Site with 35K...,Transcom,Pasig,"PHP 23,000 - PHP 31,000 a month",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AvsJeWYMXSm5Lg4YqdBqNBoT1B8rmNvH2gXBFMy7oG-Uoj0ZXMCMhNcTcrDKB3frbcDU3g9PpQLBur8yeWYDl0t22VIrQ2CL2jNRdKbaGepVI1Re8GE5Un_G4DtPwF9cWHEpkIVNfCK5E8LoLEWx4bZafRLmKDiioJ_86FkmKYXnzvuPT0T1csGNeEtdtLPZGvc2e9GOlJd73nolGgdFcwy_Z6Lg4QGdu_jFPQSCP2wfexgTv9rpHBMLgfS3KgKiaSYptp5RAQh3Sc3QrJGEN9OD5aVFrxxSGAFsS6Ae7u7JwUteRAzy_VCUlJ2usz3nyvgOtvrP93GgvESgyNNaYhuqgMC1AiWsDnFXxsEu12KQZjuxqRFuVML7qoOW6ykT-MXu89HeGdkC4N1rk5coQKXyYZhr7uMzQZwzyJabQhIHAgUt-ZDvFxKFwW4GVtql9NFGx_hQycSLVv37Q4iYZIYAzjM6uK8wRLy1VDvM-UfptznMHtEKQ44MLCnN40m7pvvMtbCA943ed_Y3jTqaDz0CXRuVKr1-s=&p=3&fvj=1&vjs=3,"The offered customer service should be of highest quality - accurate, polite, and competent."
1390,CSR / TSR | WITH OR WITHOUT CALL CENTER EXPERIENCE | WFH/ WO...,"Stark Asia Solutions, Inc.",Manila,"PHP 15,000 - PHP 45,000 a month","https://ph.indeed.com/company/Stark-Asia-Solutions,-Inc/jobs/Customer-Service-Representative-42bbd0b543277cdc?fccid=33b1186772731f2e&vjs=3",-WITH OR WITHOUT CALL CENTER EXPERIENCE*.
1391,CUSTOMER RELATIONSHIP ASSOCIATE,COLLIERS INTERNATIONAL,Manila,"PHP 20,000 - PHP 24,000 a month",https://ph.indeed.com/company/Colliers-International/jobs/Customer-Relationship-Associate-fccf7e999a31fb13?fccid=1a9a1146f8fe1ec1&vjs=3,Constant communication with unit owners to establish rapport and good customer relations.
1392,Customer Service Representative (Dayshift),Hunter's Hub Inc.,Alabang,"PHP 18,000 - PHP 27,000 a month","https://ph.indeed.com/company/Hunter's-Hub,-Inc./jobs/Customer-Service-Representative-c625128d13f2e5e7?fccid=168d65b194562405&vjs=3",Consolidates existing customer base while building new customer base.
1393,Call Center Agent/ voice/non voice,Metacom Business Process Outsourcing Solutions,Remote in Quezon City,"PHP 20,000 - PHP 45,000 a month",https://ph.indeed.com/company/Metacom-Business-Process-Outsourcing-Solutions/jobs/Call-Center-Agent-7a568e323bb554aa?fccid=2182924c0d0893b6&vjs=3,"Provides guidance, instruction and troubleshooting support to lower level employees."
1394,Customer Service Representative,Sapient Global Services,Temporarily Remote in Quezon City,"PHP 15,000 - PHP 25,000 a month",https://ph.indeed.com/company/Sapient-Global-Services/jobs/Customer-Service-Representative-6e55a7ae4a724b03?fccid=143207b72075b77a&vjs=3,\* Complementing customers’ wants to Clients’ goods and services.
1395,Customer Service Representative,KDCI PH,Remote in Pasig,,https://ph.indeed.com/rc/clk?jk=bdbf494995b575e0&fccid=1016f5e1e8b5dc07&vjs=3,Enjoys customer interaction and take the extra mile to engage customers.
1396,Customer Support Representative - WFH/Onsite in MOA Pasay,HSB Recruitment Solutions,Pasay,"PHP 19,000 - PHP 26,000 a month",https://ph.indeed.com/company/HSB-Recruitment-Solutions/jobs/Customer-Support-Representative-025d8a21c2ac3380?fccid=5a1484775612aecb&vjs=3,Assisting customers by responding to their questions.
1397,Chat & Email Representatives (Local Account),ZALORA SOUTH EAST ASIA PTE LTD,Muntinlupa,,https://ph.indeed.com/rc/clk?jk=f65d84e44765ac26&fccid=96caae9e9bbfc3fc&vjs=3,"At ZALORA, our Customer Service team provides highly personalized levels of support to our customers by leveraging best-in-class customer support practices…"
1398,Customer Support (Proctor/Pre-check/Live chat),Drake International,Makati,"PHP 17,000 - PHP 25,000 a month",https://ph.indeed.com/company/Drake-International/jobs/Customer-Support-d75ba2de03f80849?fccid=dbb1ff2c0645fc7f&vjs=3,1-2 years of customer support experience.
